req_num,text,tests,guidance
10.7.2,"Failures of critical security control systems are detected, alerted, and addressed promptly, including but not limited to failure of the following critical security control systems: • Network security controls. • IDS/IPS. • Change- detection mechanisms. • Anti-malware solutions. • Physical access controls. • Logical access controls. • Audit logging mechanisms. • Segmentation controls (if used). • Audit log review mechanisms. • Automated security testing tools (if used).",Examine documented processes. ; Observe detection and alerting processes. ; Interview personnel.,"This requirement applies to all entities, including service providers, and will supersede Requirement 10.7.1 as of 31 March 2025. It includes two additional critical security control systems not in Requirement 10.7.1. This requirement is a best practice until 31 March 2025, after which it will be required and must be fully considered during a PCI DSS assessment."
10.7.3,"Failures of any critical security controls systems are responded to promptly, including but not limited to: • Restoring security functions. • Identifying and documenting the duration (date and time from start to end) of the security failure. • Identifying and documenting the cause(s) of failure and documenting required remediation. • Identifying and addressing any security issues that arose during the failure. • Determining whether further actions are required as a result of the security failure. • Implementing controls to prevent the cause of failure from reoccurring. • Resuming monitoring of security controls.",Examine documented processes . ; Interview personnel. ; Examine records related to critical security control systems failures.,"This requirement applies only when the entity being assessed is a service provider until 31 March 2025, after which this requirement will apply to all entities. This is a current v3.2.1 requirement that applies to service providers only. However, this requirement is a best practice for all other entities until 31 March 2025, after which it will be required and must be fully considered during a PCI DSS assessment. Requirement 11: Test Security of Systems and Networks Regularly"
11.1,Processes and mechanisms for regularly testing security of systems and networks are defined and understood.,,
11.1.1,All security policies and operational procedures that are identified in Requirement 11 are: • Documented. • Kept up to date. • In use. • Known to all affected parties.,Examine documentation. ; Interview personnel.,
11.1.2,"Roles and responsibilities for performing activities in Requirement 11 are documented, assigned, and understood.",Interview responsible personnel. ; Examine documentation.,
11.2,"Wireless access points are identified and monitored, and unauthorized wireless access points are addressed.",,
11.2.1,"Authorized and unauthorized wireless access points are managed as follows: • The presence of wireless (Wi -Fi) access points is tested for. • All authorized and unauthorized wireless access points are detected and identified. • Testing, detection, and identification occurs at least once every three months. • If automated monitoring is used, personnel are notified via generated alerts.",Examine policies and procedures. ; Examine the methodology(ies) in use and the resulting documentation. ; Interview personnel. ; Examine wireless assessment results. ; Examine configuration settings.,"The requirement applies even when a policy exists that prohibits the use of wireless technology. Methods used to meet this requirement must be sufficient to detect and identify both authorized and unauthorized devices, including unauthorized devices attached to devices that themselves are authorized."
11.2.2,"An inventory of authorized wireless access points is maintained, including a documented business justification.",Examine documentation.,
11.3,"External and internal vulnerabilities are regularly identified, prioritized, and addressed.",,
11.3.1,Internal vulnerability scans are performed as follows: • At least once every three months. • Vulnerabilities that are either h igh-risk or critical (according to the entity’s vulnerability risk rankings defined at Requirement 6.3.1) are resolved. • Rescans are performed that confirm all high- risk and critical vulnerabilities ( as noted above) have been resolved. • Scan tool is kept up to date with latest vulnerability information. • Scans are performed by qualified personnel and organizational independence of the tester exists.,Examine internal scan report results. ; Examine scan tool configurations. ; Interview responsible personnel.,"It is not required to use a QSA or ASV to conduct internal vulnerability scans. Internal vulnerability scans can be performed by qualified, internal staff that are reasonably independent of the system component(s) being scanned (for example, a network administrator should not be responsible for scanning the network), or an entity may choose to have internal vulnerability scans performed by a firm specializing in vulnerability scanning."
11.3.1.1,"All other applicable vulnerabilities (those not ranked as high-risk vulnerabilities or critical vulnerabilities according to the entity’s vulnerability risk rankings defined at Requirement 6.3.1) are managed as follows: • Addressed based on the risk defined in the entity’s targeted risk analysis, which is performed according to all elements specified in Requirement 12.3.1. • Rescans are conducted as needed.",Examine the targeted risk analysis. ; Interview responsible personnel. ; Examine internal scan report results or other documentation.,"The timeframe for addressing lower -risk vulnerabilities is subject to the results of a risk analysis per Requirement 12.3.1 that includes (minimally) identification of assets being protected, threats, and likelihood and/or impact of a threat being realized . This requirement is a best practice until 31 March 2025, after which it will be required and must be fully considered during a PCI DSS assessment."
11.3.1.2,Internal vulnerability scans are performed via authenticated scanning as follows: • Systems that are unable to accept credentials for authenticated scanning are documented.,"Examine documentation. ; Examine scan tool configurations. ; Examine scan report results. ; Interview personnel. ; Examine accounts used for authenticated scanning. • Sufficient privileges are used for those systems that accept credentials for scanning. • If accounts used for authenticated scanning can be used for interactive login, they are managed in accordance with Requirement 8.2.2.","The authenticated scanning tools can be either host -based or network -based. “Sufficient” privileges are those needed to access system resources such that a thorough scan can be conducted that detects known vulnerabilities. This requirement does not apply to system components that cannot accept credentials for scanning. Examples of systems that may not accept credentials for scanning include some network and security appliances, mainframes, and containers. This requirement is a best practice until 31 March 2025, after which it will be required and must be fully considered during a PCI DSS assessment."
11.3.1.3,Internal vulnerability scans are performed after any significant change as follows: • Vulnerabilities that are either high-risk or critical (according to the entity’s vulnerability risk rankings defined at Requirement 6.3.1) are resolved. • Rescans are conducted as needed. • Scans are performed by qualified personnel and documentation.,Examine change control documentation. ; Interview personnel. ; Examine internal scan and rescan report as applicable.,Authenticated internal vulnerability scanning per Requirement 11.3.1.2 is not required for scans performed after significant changes.
11.3.2,External vulnerability scans are performed as follows: • At least once every three months. • By a PCI SSC Approved Scanning Vendor (ASV) • Vulnerabilities are resolved and ASV Program Guide requirements for a passing scan are met. • Rescans are performed as needed to confirm that vulnerabilities are resolved per the ASV Program Guide requirements for a passing scan.,Examine ASV scan reports.,"For the initial PCI DSS assessment against this requirement, it is not required that four passing scans be completed within 12 months if the assessor verifies: 1) the most recent scan result was a passing scan, 2) the entity has documented policies and procedures requiring scanning at least once every three months, and 3) vulnerabilities noted in the scan results have been corrected as shown in a re-scan(s). However, for subsequent years after the initial PCI DSS assessment, passing scans at least every three months must have occurred. ASV scanning tools can scan a vast array of network types and topologies. Any specifics about the target environment (for example, load balancers, third-party providers, ISPs, specific configurations, protocols in use, scan interference) should be worked out between the ASV and scan customer. Refer to the ASV Program Guide published on the PCI SSC website for scan customer responsibilities, scan preparation, etc."
11.3.2.1,External vulnerability scans are performed after any significant change as follows: • Vulnerabilities that are scored 4.0 or higher by the CVSS are resolved. • Rescans are conducted as needed. • Scans are performed by qualified personnel and organizational independence of the tester exists (not required to be a QSA or ASV).,"Examine change control documentation. ; Interview personnel. ; Examine external scan, and as applicable rescan reports.",
11.4,"External and internal penetration testing is regularly performed, and exploitable vulnerabilities and security weaknesses are corrected.",,
11.4.1,"A penetration testing methodology is defined, documented, and implemented by the entity, and includes: • Industry -accepted penetration testing approaches. • Coverage for the entire CDE perimeter and critical systems. • Testing from both inside and outside the network. • Testing to validate any segmentation and scope -reduction controls. • Application-layer penetration testing to identify, at a minimum, the vulnerabilities listed in Requirement 6.2.4. • Network -layer penetration tests that encompass all components that support network functions as well as operating systems. • Review and consideration of threats and vulnerabilities experienced in the last 12 months. • Documented approach to assessing and addressing the risk posed by exploitable vulnerabilities and security weaknesses found during penetration testing. • Retention of penetration testing results and remediation activities results for at least 12",Examine documentation. ; Interview personnel.,(cont.)
11.4.2,Internal penetration testing is performed: • Per the entity’s defined methodology. • At least once every 12 months. • After any significant infrastructure or application upgrade or change. • By a qualified internal resource or qualified external third- party • Organizational independence of the tester exists (not required to be a QSA or ASV).,Examine scope of work. ; Examine results from the most recent external penetration test. ; Interview responsible personnel.,
11.4.3,External penetration testing is performed: • Per the entity’s defined methodology. • At least once every 12 months. • After any significant infrastructure or application upgrade or change. • By a qualified internal resource or qualified external third- party . • Organizational independence of the tester exists (not required to be a QSA or ASV).,Examine scope of work. ; Examine results from the most recent external penetration test. ; Interview responsible personnel.,
11.4.4,Exploitable vulnerabilities and security weaknesses found during penetration testing are corrected as follows: • In accordance with the entity’s assessment of the risk posed by the security issue as defined in Requirement 6.3.1. • Penetration testing is repeated to verify the corrections.,Examine penetration testing results.,
11.4.5,"If segmentation is used to isolate the CDE from other networks, penetration tests are performed on segmentation controls as follows: • At least once every 12 months and after any changes to segmentation controls/methods • Covering all segmentation controls/methods in use. • According to the entity’s defined penetration testing methodology. • Confirming that the segmentation controls/methods are operational and effective, and isolate the CDE from all out -of-scope systems. • Confirming effectiveness of any use of isolation to separate systems with differing security levels (see Requirement 2.2.3). • Performed by a qualified internal resource or qualified external third party. • Organizational independence of the tester exists (not required to be a QSA or ASV). • Review penetration-testing methodology.",Examine segmentation controls. ; Examine the results from the most recent penetration test. ; Interview responsible personnel.,
11.4.6,Additional requirement for service providers only.,,
11.4.7,Additional requirement for multi -tenant service providers only .,,
11.5,Network intrusions and unexpected file changes are detected and responded to.,,
11.5.1,"Intrusion- detection and/or intrusion- prevention techniques are used to detect and/or prevent intrusions into the network as follows: • All traffic is monitored at the perimeter of the CDE. • All traffic is monitored at critical points in the CDE. • Personnel are alerted to suspected compromises. • All intrusion -detection and prevention engines, baselines, and signatures are kept up to date.",Examine system configurations and network diagrams. ; Examine system configurations. ; Interview responsible personnel. ; Examine vendor documentation.,
11.5.1.1,Additional requirement for service providers only.,,
11.5.2,"A change-detection mechanism (for example, file integrity monitoring tools) is deployed as follows: • To alert personnel to unauthorized modification (including changes, additions, and deletions) of critical files. • To perform critical file comparisons at least once weekly.",Examine system settings for the change-detection mechanism. ; Examine monitored files. ; Examine results from monitoring activities.,"For change-detection purposes, critical files are usually those that do not regularly change, but the modification of which could indicate a system compromise or risk of compromise. Change-detection mechanisms such as file integrity monitoring products usually come pre- configured with critical files for the related operating system. Other critical files, such as those for custom applications , must be evaluated and defined by the entity (that is, the merchant or service provider)."
11.6,Unauthorized changes on payment pages are detected and responded to.,,
11.6.1,"A change- and tamper -detection mechanism is deployed as follows: • To alert personnel to unauthorized modification (including indicators of compromise, changes, additions, and deletions) to the security - impacting HTTP headers and the script contents of payment pages as received by the mechanism configuration settings. – Periodically (at the frequency defined in the entity’s targeted risk analysis, which is performed according to all elements specified in Requirement 12.3.1).","Examine system settings and mechanism configuration settings. ; Examine monitored payment pages. ; Examine results from monitoring activities. ; Examine the mechanism configuration settings. ; Examine configuration settings. ; Interview responsible personnel. • If applicable, examine the targeted risk analysis. • The mechanism is configured to evaluate the received HTTP header s and payment page s. • The mechanism functions are performed as follows: – At least weekly",
12.1,A comprehensive information security policy that governs and provides direction for protection of the entity’s information assets is known and current.,,
12.1.1,"An overall information security policy is: • Established. • Published. • Maintained. • Disseminated to all relevant personnel, as well as to relevant vendors and business partners.",Examine the information security policy. ; Interview personnel.,
12.1.2,The information security policy is: • Reviewed at least once every 12 months. policy.,Examine the information security policy. ; Interview responsible personnel.,
12.1.3,"The security policy clearly defines information security roles and responsibilities for all personnel, and all personnel are aware of and acknowledge their information security responsibilities.",Interview responsible personnel. ; Examine documented evidence. ; Examine the information security policy.,
12.1.4,Responsibility for information security is formally assigned to a Chief Information Security Officer or other information security knowledgeable member of executive management.,Examine the information security policy.,
12.2,Acceptable use policies for end- user technologies are defined and implemented.,,
12.2.1,"Acceptable use policies for end-user technologies are documented and implemented, including: • Explicit approval by authorized parties. • Acceptable uses of the technology. • List of products approved by the company for employee use, including hardware and software.",Examine acceptable use policies. ; Interview responsible personnel.,"Examples of end- user technologies for which acceptable use policies are expected include, but are not limited to, remote access and wireless technologies, laptops, tablets, mobile phones, and removable electronic media, e-mail usage, and Internet usage."
12.3,"Risks to the cardholder data environment are formally identified, evaluated, and managed.",,
12.3.1,"For each PCI DSS requirement that specifies completion of a targeted risk analysis, the analysis is documented and includes: • Identification of the assets being protected. • Identification of the threat(s) that the requirement is protecting against. • Identification of factors that contribute to the likelihood and/or impact of a threat being realized. • Resulting analysis that determines, and includes justification for, how the frequency or processes defined by the entity to meet the requirement minimize the likelihood and/or impact of the • Review of each targeted risk analysis at least once every 12 months to determine whether the results are still valid or if an updated risk analysis is needed procedures.",Examine documented policies and procedures.,"This requirement is a best practice until 31 March 2025, after which it will be required and must be fully considered during a PCI DSS assessment."
12.3.2,This requirement is specific to the customized approach and does not apply to entities completing a self -assessment questionnaire.,,
12.3.3,"Cryptographic cipher suites and protocols in use are documented and reviewed at least once every 12 months, including at least the following: • An up-to -date inventory of all cryptographic cipher suites and protocols in use, including purpose and where used. • Active monitoring of industry trends regarding continued viability of all cryptographic cipher suites and protocols in use. • Documentation of a plan, to respond to anticipated changes in cryptographic vulnerabilities.",Examine documentation. ; Interview personnel.,"The requirement applies to all cryptographic cipher suites and protocols used to meet PCI DSS requirements , including, but not limited to, those used to render PAN unreadable in storage and transmission, to protect passwords, and as part of authenticating access . This requirement is a best practice until 31 March 2025, after which it will be required and must be fully considered during a PCI DSS assessment."
12.3.4,"Hardware and software technologies in use are reviewed at least once every 12 months, including at least the following: • Analysis that the technologies continue to receive security fixes from vendors promptly. support (and do not preclude) the entity’s PCI DSS compliance. • Documentation of any industry announcements or trends related to a technology, such as when a vendor has announced “end of life” plans for a technology. • Documentation of a plan, approved by senior management, to remediate outdated technologies, including those for which vendors have announced “end of life” plans.",Examine documentation. ; Interview personnel.,"This requirement is a best practice until 31 March 2025, after which it will be required and must be fully considered during a PCI DSS assessment"
12.4,PCI DSS compliance is managed.,,
12.4.1,Additional requirement for service providers only.,,
12.4.2,Additional requirement for service providers only.,,
12.4.2.1,Additional requirement for service providers only.,,
12.5,PCI DSS scope is documented and validated.,,
12.5.1,"An inventory of system components that are in scope for PCI DSS, including a description of function/use, is maintained and kept current.",Examine the inventory. ; Interview personnel.,
12.5.2,PCI DSS scope is documented and confirmed by the entity at least once every 12 months and upon scope reviews.,"Examine documented results of scope reviews. ; Interview personnel. At a minimum, the scoping validation includes: • Identifying all data flows for the various payment stages (for example, authorization, capture settlement, chargebacks, and refunds) and acceptance channels (for example, card-present, card-not -present, and e- commerce). • Examine documented results of scope reviews. • Updating all data-flow diagrams per requirement 1.2.4. • Identifying all locations where account data is stored, processed, and transmitted, including but not limited to: 1) any locations outside of the currently defined CDE, 2) applications that process CHD, 3) transmissions between systems and networks, and 4) file backups. • Identifying all system components in the CDE, connected to the CDE, or that could impact security of the CDE. • Identifying all segmentation controls in use and the environment(s) from which the CDE is segmented, including justification for environments being out of scope. • Identifying all connections from third-party entities with access to the CDE. • Confirming that all identified data flows, account data, system components, segmentation controls, and connections from third parties with access to the CDE are included in scope.",
12.5.2.1,Additional requirement for service providers only.,,
12.5.3,Additional requirement for service providers only.,,
12.6,Security awareness education is an ongoing activity.,,
12.6.1,"A formal security awareness program is implemented to make all personnel aware of the entity’s information security policy and procedures, program.",Examine the security awareness program.,
12.6.2,"The security awareness program is: • Reviewed at least once every 12 months, and • Updated as needed to address any new threats and vulnerabilities that may impact the security of the entity’s cardholder data and/or sensitive authentication data, or the information provided to personnel about their role in protecting program content.",Examine security awareness program content. ; Examine evidence of reviews. ; Interview personnel.,"This requirement is a best practice until 31 March 2025, after which it will be required and must be fully considered during a PCI DSS assessment."
12.6.3,Personnel receive security awareness training as follows: • Upon hire and at least once every 12 months. • Multiple methods of communication are used. • Personnel acknowledge at least once every 12 months that they have read and understood the information security policy and procedures.,Examine security awareness program records. ; Interview applicable personnel. ; Examine the security awareness program materials. ; Examine personnel acknowledgements.,
12.6.3.1,"Security awareness training includes awareness of threats and vulnerabilities that could impact the security of the cardholder data and/or sensitive authentication data, including but not limited to: • Phishing and related attacks. • Social engineering.",Examine security awareness training content.,"See Requirement 5.4.1 in PCI DSS for guidance on the difference between technical and automated controls to detect and protect users from phishing attacks, and this requirement for providing users security awareness training about phishing and social engineering. These are two separate and distinct requirements, and one is not met by implementing controls requir ed by the other one. This requirement is a best practice until 31 March 2025, after which it will be required and must be fully considered during a PCI DSS assessment."
12.6.3.2,Security awareness training includes awareness about the acceptable use of end-user technologies in accordance with Requirement 12.2.1.,Examine security awareness training content.,"This requirement is a best practice until 31 March 2025, after which it will be required and must be fully considered during a PCI DSS assessment."
12.7,Personnel are screened to reduce risks from insider threats.,,
12.7.1,"Potential personnel who will have access to the CDE are screened, within the constraints of local laws, prior to hire to minimize the risk of attacks from personnel.",Interview responsible Human Resource department management personnel.,"For those potential personnel to be hired for positions such as store cashiers, who only have access to one card number at a time when facilitating a transaction, this requirement is a recommendation only."
12.8,Risk to information assets associated with third-party service provider (TPSP) relationships is managed.,,
12.8.1,"A list of all third- party service providers (TPSPs) with which account data is shared or that could affect the security of account data is maintained, including a description for each of the services provided.",Examine policies and procedures. ; Examine list of TPSPs.,"The use of a PCI DSS compliant TPSP does not make an entity PCI DSS compliant, nor does it remove the entity’s responsibility for its own PCI DSS compliance."
12.8.2,"Written agreements with TPSPs are maintained as follows: • Written agreements are maintained with all TPSPs with which account data is shared or that could affect the security of the CDE. • Written agreements include acknowledgments from TPSPs that TPSPs are responsible for the security of account data the TPSPs possess or otherwise store, process, or transmit on behalf of the entity, or to the extent that the TPSP could impact the security of the entity’s cardholder data and/or sensitive authentication data.",Examine policies and procedures. ; Examine written agreements with TPSPs.,"The exact wording of an agreement will depend on the details of the service being provided, and the responsibilities assigned to each party. The agreement does not have to include the exact wording provided in this requirement. The TPSP’s written acknowledgment is a confirmation that states the TPSP is responsible for the security of the account data it may store, process, or transmit on behalf of the customer or to the extent the TPSP may impact the security of a customer’s cardholder data and/or sensitive authentication data . Evidence that a TPSP is meeting PCI DSS requirements is not the same as a written acknowledgment specified in this requirement. For example, a PCI DSS Attestation of Compliance ( AOC ), a declaration on a company’s website, a policy statement, a responsibility matrix, or other evidence not included in a written agreement is not a written acknowledgment."
12.8.3,"An established process is implemented for engaging TPSPs, including proper due diligence prior to engagement.",Examine policies and procedures. ; Examine evidence. ; Interview responsible personnel.,
12.8.4,A program is implemented to monitor TPSPs’ PCI DSS compliance status at least once every 12 months.,Examine policies and procedures. ; Examine documentation. ; Interview responsible personnel.,"Where an entity has an agreement with a TPSP for meeting PCI DSS requirements on behalf of the entity (for example, via a firewall service), the entity must work with the TPSP to make sure the applicable PCI DSS requirements are met. If the TPSP does not meet those applicable PCI DSS requirements, then those requirements are also “not in place” for the entity."
12.8.5,"Information is maintained about which PCI DSS requirements are managed by each TPSP, which are managed by the entity, and any that are shared between the TPSP and the entity.",Examine policies and procedures. ; Examine documentation. ; Interview responsible personnel.,
12.9,Third -party service providers (TPSPs) support their customers’ PCI DSS compliance.,,
12.9.1,Additional requirement for service providers only.,,
12.9.2,Additional requirement for service providers only.,,
12.10,Suspected and confirmed security incidents that could impact the CDE are responded to immediately.,,
12.10.1,"An incident response plan exists and is ready to be activated in the event of a suspected or confirmed security incident. The plan includes, but is not limited to: • Roles, responsibilities, and communication and contact strategies in the event of a suspected or confirmed security incident, including notification of payment brands and acquirers, at a minimum. • Incident response procedures with specific containment and mitigation activities for different types of incidents. • Business recovery and continuity procedures. • Data backup processes. • Analysis of legal requirements for reporting compromises. • Coverage and responses of all critical system components. • Reference or inclusion of incident response procedures from the payment brands.",Examine the incident response plan. ; Interview personnel. ; Examine documentation from previously reported incidents.,
12.10.2,"At least once every 12 months, the security incident response plan is: • Reviewed and the content is updated as needed. • Tested, including all elements listed in Requirement 12.10.1.",Interview personnel. ; Examine documentation.,
12.10.3,Specific personnel are designated to be available on a 24/7 basis to respond to suspected or confirmed security incidents.,Interview responsible personnel. ; Examine documentation.,
12.10.4,Personnel responsible for responding to suspected and confirmed security incidents are appropriately and periodically trained on their incident response personnel.,Interview incident response personnel. ; Examine training documentation.,
12.10.4.1,"The frequency of periodic training for incident targeted risk analysis, which is performed according to all elements specified in Requirement 12.3.1.",Examine the targeted risk analysis.,"This requirement is a best practice until 31 March 2025, after which it will be required and must be fully considered during a PCI DSS assessment."
12.10.5,"The security incident response plan includes monitoring and responding to alerts from security monitoring systems, including but not limited to: • Intrusion- detection and intrusion-prevention systems. • Network security controls. • Change- detection mechanisms for critical files. • The change-and tamper -detection mechanism for payment pages. This bullet is a best practice until its effective date; refer to Applicability Notes below for details. • Detection of unauthorized wireless access points.",Examine documentation. ; Observe incident response processes.,"The bullet above (for monitoring and responding to alerts from a change- and tamper -detection mechanism for payment pages) is a best practice until 31 March 2025, after which it will be required as part of Requirement 12.10.5 and must be fully considered during a PCI DSS assessment."
12.10.6,The security incident response plan is modified and evolved according to lessons learned and to incorporate industry developments.,Examine the security incident ; Interview responsible personnel. ; Examine policies and procedures.,
12.10.7,"Incident response procedures are in place, to be initiated upon the detection of stored PAN anywhere it is not expected, and include: • Determining what to do if PAN is discovered outside the CDE, including its retrieval, secure deletion, and/or migration into the currently defined CDE, as applicable. • Identifying whether sensitive authentication data is stored with PAN. • Determining where the account data came from and how it ended up where it was not expected. • Remediating data leaks or process gaps that resulted in the account data being where it was",Examine documented incident ; Interview personnel. ; Examine records of response actions.,"This requirement is a best practice until 31 March 2025, after which it will be required and must be fully considered during a PCI DSS assessment."
