req_num,text,tests,guidance
7.2.5,"Todas as contas de aplicativo e sistema e privilégios de acesso relacionados são atribuídos e gerenciados da seguinte forma: • Com base nos privilégios mínimos necessários para a operabilidade do sistema ou aplicativo. • O acesso é limitado aos sistemas, aplicativos ou processos que requerem especificamente seu uso.","Examine as políticas e os procedimentos. ; Examine os privilégios associados às contas do sistema e do aplicativo ; Entreviste o pessoal responsável. Observações de Aplicabilidade Este requisito é uma prática recomendada até 31 de março de 2025, após o qual será exigido e deve ser totalmente considerado durante uma avaliação do PCI DSS. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado",
7.2.5.1,"Todos os acessos por aplicativo e contas de sistema e privilégios de acesso relacionados são revisados da seguinte forma: • Periodicamente (na frequência definida na análise de risco alvo da entidade, que é realizada de acordo com todos os elementos especificados no Requisito 12.3.1). • O acesso do aplicativo/sistema permanece apropriado para a função que está sendo executada. • Qualquer acesso inadequado é abordado. • A administração reconhece que o acesso continua apropriado.","Examine as políticas e os procedimentos. ; Examine a análise de risco direcionada. ; Entreviste o pessoal responsável. ; Examine os resultados documentados de revisões periódicas de contas de sistema e aplicativo e privilégios relacionados. Observações de Aplicabilidade Este requisito é uma prática recomendada até 31 de março de 2025, após o qual será exigido e deve ser totalmente considerado durante uma avaliação do PCI DSS.",
7.2.6,"Todo o acesso do usuário a repositórios de consulta de dados armazenados do titular do cartão é restrito da seguinte forma: • Por meio de aplicativos ou outros métodos programáticos, com acesso e ações permitidas com base nas funções do usuário e privilégios mínimos. • Apenas o(s) administrador(es) responsáveis podem acessar ou consultar diretamente os repositórios do CHD armazenado.",Examine as políticas e os procedimentos. ; Entreviste o pessoal. ; Examine as definições de configuração para consultar repositórios de dados armazenados do titular do cartão. Observações de Aplicabilidade Este requisito se aplica aos controles de acesso do usuário aos repositórios de consulta dos dados armazenados do titular do cartão. Consulte os Requisitos 7.2.5 e 7.2.5.1 e 8.6.1 a 8.6.3 para obter os controles de aplicativos e contas do sistema. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado,
7.3,O acesso aos componentes e dados do sistema é gerenciado por meio de um(ns) sistema(s) de controle de acesso.,,
7.3.1,Um(ns) sistema(s) de controle(s) de acesso está em vigor que restringe(m) o acesso com base na necessidade de um usuário saber e cobre(m) todos os componentes do sistema.,Examine a documentação do fornecedor. ; Examine as definições de configuração.,
7.3.2,"O(s) sistema(s) de controle de acesso é(são) configurado(s) para fazer cumprir as permissões atribuídas a indivíduos, aplicativos e sistemas com fornecedor.",Examine a documentação do fornecedor. ; Examine as definições de configuração.,
7.3.3,O(s) sistema(s) de controle de acesso é(são) configurado(s) para “negar todos” por padrão.,Examine a documentação do fornecedor. ; Examine as definições de configuração. Requisito 8: Identificar Usuários e Autenticar o Acesso aos Componentes do Sistema Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado,
8.1,Processos e mecanismos para identificar usuários e autenticar o acesso aos componentes do sistema são definidos e compreendid os.,,
8.1.1,Todas as políticas e processos operacionais identificados no Requisito 8 estão: • Documentadas. • Atualizadas. • Em uso. • De conhecimento de todas as partes afetadas.,Examine a documentação. ; Entreviste o pessoal.,
8.1.2,"As funções e responsabilidades pela execução de atividades no Requisito 8 são documentadas, atribuídas e compreendidas.",Examine a documentação. ; Entreviste o pessoal responsável.,
8.2,A identificação do usuário e contas relacionadas para usuários e administradores são estritamente gerenciadas ao longo do ciclo de vida de uma conta.,,
8.2.1,Todos os usuários recebem um ID exclusivo antes de permitir o acesso aos componentes do sistema ou aos dados do titular do cartão.,Entreviste o pessoal responsável. ; Examine os registros de auditoria e outras evidências. Observações de Aplicabilidade Este requisito não se aplica a contas de usuário em terminais de ponto de venda que têm acesso a apenas um número de cartão por vez para facilitar uma única transação. Consulte a seção “Respostas dos Requisitos” (página vi) para obter informações sobre essas opções de resposta. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado,
8.2.2,"IDs de grupo, compartilhadas ou genéricas ou outras credenciais de autenticação compartilhadas são usadas apenas quando necessário em uma base de exceção e são gerenciadas da seguinte forma: • O uso da ID é evitado, a menos que seja necessário em uma circunstância excepcional. • O uso é limitado ao tempo necessário para a • A justificativa comercial para uso é documentada. • O uso é explicitamente aprovado pela administração. • A identidade do usuário individual é confirmada antes que o acesso a uma conta seja concedido. aplicável.",Examine as listas de contas de usuários nos componentes do sistema e a documentação aplicável. ; Examine as políticas e procedimentos de autenticação. ; Entreviste os administradores do sistema. Observações de Aplicabilidade Este requisito não se aplica a contas de usuário em terminais de ponto de venda que têm acesso a apenas um número de cartão por vez para facilitar uma única transação.,
8.2.3,Requisito adicional apenas para prestadores de serviços.,,
8.2.4,"Adição, exclusão e modificação de IDs de usuário, fatores de autenticação e outros objetos identificadores são gerenciados da seguinte forma: • Autorizado com a devida aprovação. • implementado apenas com os privilégios especificados na aprovação documentada.","Examine as autorizações documentadas em várias fases do ciclo de vida da conta (adições, modificações e exclusões). ; Examine as configurações do sistema. Observações de Aplicabilidade Este requisito se aplica a todas as contas de usuário, incluindo funcionários, contratados, consultores, trabalhadores temporários e fornecedores terceirizados. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado",
8.2.5,O acesso para usuários desligados é imediatamente revogado. • Revise as listas de acesso de usuários atuais.,Examine as fontes de informações para usuários encerrados. ; Entreviste o pessoal responsável.,
8.2.6,Contas de usuário inativas são removidas ou desabilitadas dentro de 90 dias de inatividade.,Examine as contas de usuário e as informações do último registro. ; Entreviste o pessoal responsável.,
8.2.7,"Contas usadas por terceiros para acessar, dar suporte ou manter os componentes do sistema por meio de acesso remoto são gerenciadas da seguinte forma: • Ativado apenas durante o período de tempo necessário e desativado quando não estiver em uso. • O uso é monitorado para atividades inesperadas.",Entreviste o pessoal responsável. ; Examine a documentação para gerenciar contas. ; Examine a evidência.,
8.2.8,"Se uma sessão de usuário ficou inativa por mais de 15 minutos, o usuário deve se autenticar novamente configuração do sistema. Observações de Aplicabilidade Este requisito não se aplica a contas de usuário em terminais de ponto de venda que têm acesso a apenas um número de cartão por vez para facilitar uma única transação. Este requisito não tem como objetivo impedir que atividades legítimas sejam realizadas enquanto o console/PC estiver desacompanhado. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com CCW Não Aplicável Não Testado Não",Examine os padrões de configuração do sistema.,
8.3,Uma autenticação forte para usuários e administradores é estabelecida e gerenciada.,,
8.3.1,"Todo o acesso do usuário aos componentes do sistema para usuários e administradores é autenticado por meio de pelo menos um dos seguintes fatores de autenticação: • Algo que você conhece, como uma senha ou frase secreta • Algo que você possui, como um dispositivo de token ou cartão inteligente usados. • Para cada tipo de fator de autenticação usado com cada tipo de componente do sistema, observe o processo de autenticação. Observações de Aplicabilidade Este requisito não se aplica a contas de usuário em terminais de ponto de venda que têm acesso a apenas um número de cartão por vez para facilitar uma única transação. Este requisito não substitui os requisitos de autenticação multifator (MFA), mas se aplica aos sistemas dentro do escopo que não estão sujeitos aos requisitos de MFA. Um certificado digital é uma opção válida para “algo que você tem” se for exclusivo para um usuário específico.",Examine a documentação que descreve os fatores de autenticação usados.,
8.3.2,A criptografia forte é usada para tornar todos os fatores de autenticação ilegíveis durante a transmissão e armazenamento em todos os componentes do sistema.,Examine a documentação do fornecedor. ; Examine os padrões de configuração do sistema. ; Examine os repositórios de fatores de autenticação. ; Examine as transmissões de dados.,
8.3.3,A identidade do usuário é verificada antes de autenticação.,Examine os procedimentos para modificar os fatores de autenticação. ; Observe o pessoal de segurança. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado,
8.3.4,As tentativas de autenticação inválidas são limitadas: • Bloquear o ID do usuário após no máximo 10 tentativas. • Definindo a duração do bloqueio para um mínimo de 30 minutos ou até que a identidade do usuário seja confirmada. Observações de Aplicabilidade Este requisito não se aplica a contas de usuário em terminais de ponto de venda que têm acesso a apenas um número de cartão por vez para facilitar uma única transaçã.,Examine os padrões de configuração do sistema.,
8.3.5,"Se as senhas/frases secretas forem usadas como fatores de autenticação para atender ao Requisito 8.3.1, elas serão definidas e redefinidas para cada usuário da seguinte forma: • Defina um valor exclusivo para o uso pela primeira vez e na reinicialização. secretas.",Examine os procedimentos para definir e redefinir senhas/frases secretas. ; Observe o pessoal de segurança. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado,
8.3.6,"Se as senhas/frases secretas forem usadas como fatores de autenticação para atender ao Requisito 8.3.1, elas atendem ao seguinte nível mínimo de complexidade: • Um comprimento mínimo de 12 caracteres (ou SE o sistema não suportar 12 caracteres, um comprimento mínimo de oito caracteres). • Contém caracteres numéricos e alfabéticos. Observações de Aplicabilidade Este requisito não se aplica a: • Contas de usuário em terminais de ponto de venda que têm acesso a apenas um número de cartão por vez para facilitar uma única transação. • Contas de aplicativo ou sistema, que são regidas pelos requisitos da seção 8.6. Este requisito é uma prática recomendada até 31 de março de 2025, após o qual será exigido e deve ser totalmente considerado durante uma avaliação do PCI DSS. Até 31 de março de 2025, as senhas devem ter no mínimo sete caracteres de acordo com o",Examine os padrões de configuração do sistema.,
8.3.7,Indivíduos não têm permissão para enviar uma nova senha/frase secreta que seja igual a qualquer uma configuração do sistema. Observações de Aplicabilidade Este requisito não se aplica a contas de usuário em terminais de ponto de venda que têm acesso a apenas um número de cartão por vez para facilitar uma única transação. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com CCW Não Aplicável Não Testado Não,Examine os padrões de configuração do sistema.,
8.3.8,"As políticas e procedimentos de autenticação são documentados e comunicados a todos os usuários, incluindo: • Orientação sobre a seleção de fatores de autenticação fortes. • Orientação sobre como os usuários devem proteger seus fatores de autenticação. • Instruções para não reutilizar senhas/frases secretas usadas anteriormente. • Instruções para alterar senhas/frases -senha se houver qualquer suspeita ou conhecimento de que a senha/frases secretas foram comprometidas e como relatar o incidente.",Examine os procedimentos. ; Entreviste o pessoal. • Revise as políticas e procedimentos de autenticação que são distribuídos aos usuários. ; Entreviste os usuários.,
8.3.9,"Se as senhas / frases secretas forem usadas como o único fator de autenticação para o acesso do usuário (ou seja, em qualquer implementação de autenticação de fator único), então: • As senhas/frases secretas são alteradas pelo menos uma vez a cada 90 dias, • A postura de segurança das contas é analisada dinamicamente e o acesso em tempo real aos recursos é automaticamente determinado em configuração do sistema. Observações de Aplicabilidade Este requisito não se aplica aos componentes do sistema dentro do escopo onde o MFA é usado. Este requisito não se aplica a contas de usuário em terminais de ponto de venda que têm acesso a apenas um número de cartão por vez para facilitar uma única transação. Este requisito não se aplica a contas de clientes de prestadores de serviços, mas se aplica a contas para funcionários de prestadores de serviços.",Inspecione os padrões de configuração do sistema.,
8.3.10,Requisito adicional apenas para prestadores de serviços Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com CCW Não Aplicável Não Testado Não,,
8.3.10.1,Requisito adicional apenas para prestadores de serviços,,
8.3.11,"Onde fatores de autenticação, como tokens de segurança físicos ou lógicos, cartões inteligentes ou certificados são usados: • Os fatores são atribuídos a um usuário individual e não são compartilhados entre vários usuários. • Os controles físicos e/ou lógicos garantem que apenas o usuário pretendido pode usar esse fator procedimentos de autenticação.","Examine as políticas e procedimentos de autenticação. ; Entreviste o pessoal de segurança. ; Examine as definições de configuração do sistema e/ou observe os controles físicos, conforme aplicável.",
8.4,A autenticação multifator (MFA) é implementada para proteger o acesso ao CDE.,,
8.4.1,O MFA é implementado para todos os acessos não- console no CDE para o pessoal com acesso e/ou sistema.,"Examine as configurações de rede e/ou sistema. ; Observe o pessoal do administrador fazendo login no CDE. Observações de Aplicabilidade O requisito de MFA para acesso administrativo sem console se aplica a todos os funcionários com privilégios elevados ou aumentados acessando o CDE por meio de uma conexão sem console - ou seja, por meio de acesso lógico que ocorre em uma interface de rede em vez de uma conexão física direta. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado",
8.4.2,O MFA é implementado para todos os acessos sem e/ou sistema.,"Examine as configurações de rede e/ou sistema. ; Observe o pessoal fazendo login no CDE. ; Examine a evidência. Observações de Aplicabilidade Este requisito não se aplica a: • Contas de aplicativo ou sistema executando funções automatizadas. • Contas de usuário em terminais de ponto de venda que têm acesso a apenas um número de cartão por vez para facilitar uma única transação (como IDs usados por caixas em terminais de ponto de venda). • Contas de usuário autenticadas apenas com fatores de autenticação resistentes ao phishing. O MFA é necessári o para ambos os tipos de acesso especificados nos Requisitos 8.4.2 e 8.4.3. Portanto, a aplicação de MFA a um tipo de acesso não substitui a necessidade de aplicar outra instância de MFA a outro tipo de acesso. Se um indivíduo primeiro se conecta à rede da entidade por meio de acesso remoto e, posteriormente, inicia uma conexão ao CDE de dentro da rede, de acordo com este requisito, o indivíduo se autenticaria usando MFA duas vezes, uma vez ao se conectar por acesso remoto à rede da entidade e uma vez ao conectar -se da rede da entidade ao CDE. Os requisitos de MFA se aplicam a todos os tipos de componentes do sistema, incluindo nuvem, sistemas hospedados e aplicativos locais, dispositivos de segurança de rede, estações de trabalho, servidores e terminais, e incluem acesso direto a redes ou sistemas de uma entidade, bem como com base na web acesso a um aplicativo ou função. O MFA para acesso ao CDE pode ser implementado no nível da rede ou do sistema/aplicativo; não precisa ser aplicado em ambos os níveis. Por exemplo, se o MFA for usad o quando um usuário se conecta à rede CDE, ele não precisa ser usado quando o usuário efetua login em cada sistema ou aplicativo no CDE. Este requisito é uma prática recomendada até 31 de março de 2025, após o qual será exigido e deve ser totalmente considerado durante uma avaliação do PCI DSS. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado",
8.4.3,O MFA é implementado para todos os acessos sistemas de acesso remoto.,"Examine as configurações de rede e/ou sistema para servidores e sistemas de acesso remoto. ; Observe o pessoal (por exemplo, usuários e administradores) e terceiros conectando-se remotamente à rede. Observações de Aplicabilidade O requisito de MFA para acesso remoto originado de fora da rede da entidade se aplica a todas as contas de usuário que podem acessar a rede remotamente, onde esse acesso remoto leva ou pode levar ao acesso ao CDE. Isto inclui todo o acesso remoto por pessoal (usuários e administradores) e terceiros (incluindo, mas não limitado a, vendedores, fornecedores, prestadores de serviços e clientes). Se o acesso remoto for a uma parte da rede da entidade que está devidamente segmentada do CDE, de modo que os usuários remotos não possam acessar ou impactar o CDE, o MFA para acesso remoto a essa parte da rede não é necessário . Todavia, o MFA é necessári o para qualquer acesso remoto às redes com acesso ao CDE e é recomendado para todos os acessos remotos às redes da entidade. Os requisitos de MFA se aplicam a todos os tipos de componentes de sistema, incluindo nuvem, sistemas hospedados e aplicativos locais, dispositivos de segurança de rede, estações de trabalho, servidores e terminais, e incluem acesso direto a redes ou sistemas de uma entidade, bem como com base na web acesso a um aplicativo ou função. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado",
8.5,Os sistemas de autenticação multifator (MFA) são configurados para evitar o uso indevido.,,
8.5.1,"Os sistemas MFA são implementados da seguinte forma: • O sistema MFA não é suscetível a ataques de repetição. • Os sistemas MFA não podem ser contornados por nenhum usuário, incluindo usuários administrativos, a menos que especificamente documentado e autorizado pela administração de forma excepcional, por um período de tempo limitado. • São usados pelo menos dois tipos diferentes de fatores de autenticação. sistema do fornecedor.","Examine a documentação do sistema do fornecedor. ; Examine as configurações do sistema para a implementação do MFA. ; Entreviste o pessoal responsável e observe os processos. ; Observe o pessoal fazendo login nos componentes do sistema no CDE. ; Observe o pessoal se conectando remotamente de fora da rede da entidade. Observações de Aplicabilidade Este requisito é uma prática recomendada até 31 de março de 2025, após o qual será exigido e deve ser totalmente considerado durante uma avaliação do PCI DSS. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado",
8.6,O uso de contas de aplicativo e sistema e fatores de autenticação associados são estritamente gerenciados.,,
8.6.1,"Se as contas usadas por sistemas ou aplicativos puderem ser usadas para login interativo, elas serão gerenciadas da seguinte forma: • O uso interativo é evitado, a menos que seja necessário em uma circunstância excepcional. • O uso interativo é limitado ao tempo necessário para a circunstância excepcional. • A justificativa comercial para uso interativo é documentada. • O uso interativo é explicitamente aprovado pela administração. • A identidade do usuário individual é confirmada antes que o acesso a uma conta seja concedido. • Cada ação realizada é atribuível a um usuário do sistema que podem ser usadas para login interativo .","Examine as contas do aplicativo e do sistema que podem ser usadas para login interativo . ; Entreviste o pessoal administrativo. Observações de Aplicabilidade Este requisito é uma prática recomendada até 31 de março de 2025, após o qual será exigido e deve ser totalmente considerado durante uma avaliação do PCI DSS. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado",
8.6.2,"As senhas/frases secretas para qualquer aplicativo e contas do sistema que podem ser usadas para login interativo não são codificadas em scripts, arquivos de configuração/propriedade ou código- fonte personalizado e sob medida.","Entreviste o pessoal. ; Examine os procedimentos de desenvolvimento do sistema. ; Examine os scripts, arquivos de configuração/propriedade e código-fonte personalizado e sob medida para contas de aplicativos e sistemas que podem ser usados para login interativo. Observações de Aplicabilidade As senhas/frases secretas armazenadas devem ser criptografadas de acordo com o Requisito 8.3.2 do PCI DSS. Este requisito é uma prática recomendada até 31 de março de 2025, após o qual será exigido e deve ser totalmente considerado durante uma avaliação do PCI DSS. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado",
8.6.3,"As senhas/frases secretas para qualquer aplicativo e contas do sistema são protegidas contra o uso indevido, como se segue: • As senhas/frases secretas são alteradas periodicamente (na frequência definida na análise de risco direcionada da entidade, que é realizada de acordo com todos os elementos especificados no Requisito 12.3.1) e sob suspeita ou confirmação de comprometimento. • As senhas/frases secretas são construídas com complexidade suficiente apropriada para a frequência com que a entidade altera as senhas/frases secretas.","Examine as políticas e os procedimentos. ; Examine a análise de risco direcionada. ; Entreviste o pessoal responsável. ; Examine os padrões de configuração do sistema. Observações de Aplicabilidade Este requisito é uma prática recomendada até 31 de março de 2025, após o qual será exigido e deve ser totalmente considerado durante uma avaliação do PCI DSS. Requisito 9: Restringir o Acesso Físico aos Dados do Titular do Cartão Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado",
9.1,Os processos e mecanismos para restringir o acesso físico aos dados do titular do cartão são definidos e compreendidos.,,
9.1.1,Todas as políticas e processos operacionais identificados no Requisito 9 estão: • Documentadas. • Atualizadas. • Em uso. • De conhecimento de todas as partes afetadas.,Examine a documentação. ; Entreviste o pessoal.,
9.1.2,"As funções e responsabilidades para a execução de atividades no Requisito 9 são documentadas, atribuídas e compreendidas.",Examine a documentação. ; Entreviste o pessoal responsável.,
9.2,Os controles de acesso físico gerenciam a entrada em instalações e sistemas que contêm dados do titular do cartão.,,
9.2.1,Controles apropriados de entrada nas instalações estão em vigor para restringir o acesso físico aos sistemas no CDE.,Entreviste o pessoal responsável. Observações de Aplicabilidade Este requisito não se aplica a locais de acesso público aos consumidores (titulares de cartão). Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado ; Observe os controles de entrada física.,
9.2.1.1,"O acesso físico individual a áreas sensíveis dentro do CDE é monitorado com câmeras de vídeo ou mecanismos de controle de acesso físico (ou ambos) da seguinte forma: • Os pontos de entrada e saída de/para áreas sensíveis dentro do CDE são monitorados. • Os dispositivos ou mecanismos de monitoramento são protegidos contra adulteração ou desativação. • Os dados coletados são revisados e correlacionados com outras entradas. • Os dados coletados são armazenados por pelo menos três meses, a menos que de outra forma sensíveis dentro do CDE.",Observe os locais onde ocorre o acesso físico individual a áreas sensíveis dentro do CDE. ; Observe os mecanismos de controle de acesso físico e/ou examine as câmeras de vídeo. ; Entreviste o pessoal responsável.,
9.2.2,Controles físicos e/ou lógicos são implementados para restringir o uso de tomadas de rede acessíveis ao público dentro da instalação.,Entreviste o pessoal responsável. ; Observe os locais das tomadas de rede acessíveis ao público.,
9.2.3,"O acesso físico a pontos de acesso wireless, gateways, hardware de rede/comunicação e linhas de telecomunicações dentro da instalação é restrito.",Observe as localizações de hardware e as linhas. ; Entreviste o pessoal responsável.,
9.2.4,O acesso aos consoles em áreas sensíveis é restrito sensíveis.,Observe a tentativa de um administrador do sistema de fazer login em consoles em áreas sensíveis.,
9.3,O acesso físico para pessoal e visitantes é autorizado e gerenciado,,
9.3.1,"Procedimentos são implementados para autorizar e gerenciar o acesso físico do pessoal ao CDE, incluindo: • Identificação de pessoal. • Gerenciar mudanças nos requisitos de acesso físico de um indivíduo. • Revogar ou encerrar a identificação de pessoal. • Limitar o acesso ao processo ou sistema de identificação ao pessoal autorizado.","Examine os procedimentos documentados. ; Observe os métodos de identificação, como crachás de identificação. ; Observe os processos. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado",
9.3.1.1,"O acesso físico às áreas sensíveis dentro do CDE para o pessoal é controlado da seguinte forma: • O acesso é autorizado e baseado na função de trabalho individual. • O acesso é revogado imediatamente após o encerramento. • Todos os mecanismos de acesso físico, como chaves, cartões de acesso, etc., são devolvidos ou desabilitados na rescisão.",Observe o pessoal em áreas sensíveis dentro do CDE. ; Entreviste o pessoal responsável. ; Examine as listas de controle de acesso físico. ; Observe os processos.,
9.3.2,"Procedimentos são implementados para autorizar e gerenciar o acesso de visitantes ao CDE, incluindo: • Os visitantes são autorizados antes de entrar. • Os visitantes são sempre acompanhados. • Os visitantes são claramente identificados e recebem um crachá ou outra identificação que expira. documentados.",Examine os procedimentos documentados. ; Observe os processos quando os visitantes estão presentes no CDE. ; Entreviste o pessoal. ; Observe o uso de crachás de visitante ou outra identificação.,
9.3.3,Crachás ou identificação de visitante são entregues ou desativados antes de os visitantes deixarem as instalações ou na data de expiração.,Observe os visitantes saindo da instalação. ; Entreviste o pessoal.,
9.3.4,"Registro de visitantes são usados para manter um registro físico da atividade tanto do visitante dentro da instalação como dentro de áreas sensíveis, incluindo : • O nome do visitante e a organização representada. • A data e hora da visita. • O nome do pessoal que autoriza o acesso físico. • Reter o registro por pelo menos três meses, a menos que seja restringido de outra forma por lei.",Examine os registro s de visitantes. ; Entreviste o pessoal responsável. ; Examine os locais de armazenamento dos registros de visitantes.,
9.4,"A mídia com os dados do titular do cartão é armazenada, acessada, distribuída e destruída com segurança.",,
9.4.1,Todas as mídias com dados do titular do cartão são Implementado,Examine a documentação. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado,
9.4.1.1,Os backups de mídia off- line com os dados do titular documentados.,Examine os procedimentos documentados. ; Examine os registros ou outra documentação. ; Entreviste o pessoal responsável no(s) local(is) de armazenamento.,
9.4.1.2,A segurança do(s) local(is) de backup de mídia off - line com os dados do titular do cartão é revisada pelo documentação.,"Examine os procedimentos documentados, registros ou outra documentação. ; Entreviste o pessoal responsável no(s) local(is) de armazenamento.",
9.4.2,Todas as mídias com dados do titular do cartão são classificadas de acordo com a sensibilidade dos dados.,Examine os procedimentos documentados. ; Examine os registros de mídia ou outra documentação.,
9.4.3,A mídia com os dados do titular do cartão enviada para fora da instalação é protegida da seguinte forma: • A mídia enviada para fora da instalação é registrada. • A mídia é enviada por correio seguro ou outro método de entrega que possa ser rastreada com precisão. • Os registros de rastreamento externo incluem detalhes sobre a localização da mídia.,Examine os procedimentos documentados. ; Entreviste o pessoal. ; Examine os registros. ; Examine os registros de rastreamento externos para todas as mídias.,
9.4.4,A gerência aprova todas as mídias com os dados do titular do cartão que são movidos para fora das instalações (incluindo quando a mídia é distribuída para indivíduos).,"Examine os procedimentos documentados. ; Examine os registros de rastreamento de mídia externa. ; Entreviste o pessoal responsável. Observações de Aplicabilidade Os indivíduos que aprovam movimentos de mídia devem ter o nível apropriado de autoridade administrativa para conceder essa aprovação. Entretanto, não é especificamente exigido que tais indivíduos tenham “gerente” como parte de seu cargo. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado",
9.4.5,Registros de inventário de todas as mídias eletrônicas documentados.,Examine os procedimentos documentados. ; Examine os registros do inventário de mídia eletrônica . ; Entreviste o pessoal responsável.,
9.4.5.1,Os inventários de mídia eletrônica com os dados do titular do cartão são realizados pelo menos uma vez a cada 12 meses.,Examine os procedimentos documentados. ; Examine os registros do inventário de mídia eletrônica . ; Entreviste o pessoal responsável.,
9.4.6,"Os materiais impressos com os dados do titular do cartão são destruídos quando não são mais necessários para negócios ou razões jurídicas, da seguinte forma: • Os materiais são retalhados, incinerados ou transformados em pó para que os dados do titular do cartão não possam ser reconstruídos. mídia.","Examine a política de destruição de mídia. ; Observe os processos. ; Entreviste o pessoal. ; Observe os recipientes de armazenamento. Observações de Aplicabilidade Esses requisitos para destruição de mídia quando essa mídia não é mais necessária para negócios ou razões jurídicas são separados e distintos do Requisito 3.2.1 do PCI DSS, que é para excluir com segurança os dados do titular do cartão quando não forem mais necessários de acordo com as políticas de retenção de dados do titular do cartão da entidade. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado",
9.4.7,A mídia eletrônica com os dados do titular do cartão é destruída quando não é mais necessária para negócios ou razões jurídicas por meio de um dos seguintes: • A mídia eletrônica é destruída. • Os dados do titular do cartão são tornados irrecuperáveis para que não possam ser reconstruídos.,"Examine a política de destruição de mídia. ; Observe o processo de destruição da mídia. ; Entreviste o pessoal responsável. Observações de Aplicabilidade Esses requisitos para destruição de mídia quando essa mídia não é mais necessária para negócios ou razões jurídicas são separados e distintos do Requisito 3.2.1 do PCI DSS, que é para excluir com segurança os dados do titular do cartão quando não forem mais necessários de acordo com as políticas de retenção de dados do titular do cartão da entidade. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado",
9.5,Dispositivos de ponto de interação (POI) são protegidos contra adulteração e substituição não autorizada.,,
9.5.1,"Dispositivos POI que capturam dados de cartão de pagamento por meio de interação física direta com o fator de forma do cartão de pagamento são protegidos contra adulteração e substituição não autorizada, incluindo o seguinte: • Manter uma lista de dispositivos POI.","Inspecionar periodicamente os dispositivos POI para procurar adulteração ou substituição não autorizada. • Treinar o pessoal para estar ciente de comportamentos suspeitos e para relatar adulteração ou substituição não autorizada de dispositivos. • Examine as políticas e procedimentos documentados. Observações de Aplicabilidade Esses requisitos se aplicam a dispositivos POI implantados usados em transações com cartão presente (ou seja, uma forma de cartão de pagamento, como um cartão que é passado, lido por aproximação ou inserido). Estes requisitos não se aplicam a: • Componentes usados apenas para entrada manual da chave PAN. • Dispositivos comerciais de prateleira (COTS) (por exemplo, smartphones ou tablets), que são dispositivos móveis de propriedade do comerciante projetados para distribuição no mercado de massa.",
9.5.1.1,"Uma lista atualizada de dispositivos POI é mantida, incluindo: • Fabricação e modelo do dispositivo.. • Localização do dispositivo. • Número de série do dispositivo ou outros métodos de identificação exclusiva.",Examine a lista de dispositivos POI. ; Observe os dispositivos POI e as localizações dos dispositivos. ; Entreviste o pessoal.,
9.5.1.2,As superfícies do dispositivo POI são inspecionadas periodicamente para detectar adulteração e substituição não autorizada.,Entreviste o pessoal responsável. ; Observe os processos de inspeção. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado ; Examine os procedimentos documentados.,
